exchangeId,name,rank,percentTotalVolume,volumeUsd,tradingPairs,socket,exchangeUrl,updated
binance,Binance,1,34.277433570611865527000000000000000000,20201237913.8458821004362170,556,1,https://www.binance.com/,1733987808805
gdax,Coinbase Pro,2,11.579498540405143762000000000000000000,6824320859.8414293831073441,212,1,https://pro.coinbase.com/,1733987831041
crypto,Crypto.com Exchange,3,7.623708377542251232000000000000000000,4492995264.7491016021855952,108,0,https://api.crypto.com/,1733987791790
digifinex,DigiFinex,4,7.337759317000998374000000000000000000,4324472583.7457275357637453,121,0,https://www.digifinex.com/,1733987830956
whitebit,WhiteBIT,5,6.155776378317445308000000000000000000,3627876716.8099713617346674,107,0,https://whitebit.com,1733987830643
gate,Gate,6,5.284551047306958971000000000000000000,3114424326.8562096836295761,1058,0,https://gate.io/,1733987831191
kraken,Kraken,7,3.188075978120853341000000000000000000,1878876993.1904402303354637,295,0,https://kraken.com,1733987830333
huobi,Huobi,8,3.016131930097770149000000000000000000,1777542609.0152470855377881,198,1,https://www.hbg.com/,1733987811686
currency-com,Currency.com,9,2.999224934159369333000000000000000000,1767578553.6067089765033015,42,0,https://currency.com/,1733987830729
bitmax,AscendEX (Bitmax),10,2.737421748079590297000000000000000000,1613286125.6830838147459380,142,0,https://www.bitmax.io/,1733987811293
lbank,LBank,11,2.677167632172104307000000000000000000,1577775657.0177997054930483,111,0,https://www.lbank.info,1733987827858
kucoin,Kucoin,12,2.043653684709884333000000000000000000,1204417308.9355129463441747,518,0,https://www.kucoin.io/,1733987793667
bigone,BigONE,13,1.810150699247846842000000000000000000,1066803465.9039235069112513,58,0,https://big.one/,1733987821122
probit,ProBit,14,1.406743131722490197000000000000000000,829057187.9908507774367925,312,0,https://www.probit.com/en-us/,1733987828746
tidex,Tidex,15,1.002622811423847525000000000000000000,590890852.7150456990247878,26,0,https://tidex.com/,1733987831029
bitstamp,Bitstamp,16,0.811505955519329305000000000000000000,478257067.9388286566104609,90,1,https://www.bitstamp.net/,1733987830606
bitfinex,Bitfinex,17,0.719518815961763055000000000000000000,424044896.9083307895781765,132,1,https://bitfinex.com,1733987775019
uniswap-42161-univ3,UNISWAP UNIV3 (Arbitrum),18,0.613371169863726956000000000000000000,361487300.5700917213423199,4,1,https://uniswap.org/,1733987174421
hitbtc,HitBTC,19,0.604144726134384743000000000000000000,356049741.0605328366946295,228,1,https://hitbtc.com/,1733987797060
yobit,YoBit,20,0.592166438287935985000000000000000000,348990395.6726067991233346,11,0,https://yobit.net,1733987831192
dex-trade,Dex-Trade,21,0.540784569544945248000000000000000000,318708742.5028351149400187,75,0,https://dex-trade.com/,1733987777902
bibox,Bibox,22,0.461723490889390017000000000000000000,272114482.2774875515904800,131,0,https://www.bibox.com,1733987821871
gemini,Gemini,23,0.329695496937251672000000000000000000,194304429.4443126591944779,58,1,https://gemini.com/,1733987829951
btcturk,BTCTurk,24,0.295221408992933194000000000000000000,173987294.2366433667592745,83,0,https://www.btcturk.com/,1733987788223
coincheck,coincheck,25,0.274192595812361223000000000000000000,161594065.9854254465629187,1,0,coincheck,1733987809203
bitkub,Bitkub,26,0.186935444518277174000000000000000000,110169490.4160482429577583,45,0,https://www.bitkub.com/,1733987831130
bitbank,Bitbank,27,0.150004957174178821000000000000000000,88404688.2299233136971588,4,0,https://www.bibank.com,1733987815389
independentreserve,Independent Reserve,28,0.138000571723183247000000000000000000,81329962.3463325223216921,96,0,https://www.independentreserve.com/,1733987830645
exmo,Exmo,29,0.130556122662376093000000000000000000,76942612.6836142528096013,120,0,https://www.exmo.com/,1733987790054
uniswap-8453-univ3,UNISWAP UNIV3 (Base),30,0.127995641662501568000000000000000000,75433605.7229328629013325,2,1,https://uniswap.org/,1733987166535
pancake-42161-univ3,PANCAKE UNIV3 (Arbitrum),31,0.104008761797313437000000000000000000,61297055.3312795119589010,3,1,https://pancakeswap.finance/,1733987175141
bitso,Bitso,32,0.099193739329328989000000000000000000,58459345.3774146402281485,27,1,https://www.bitso.com/,1733987776551
luno,Luno,33,0.074175312350542696000000000000000000,43714857.7369526855368507,24,1,https://www.luno.com/,1733987831133
alterdice,Alterdice,34,0.067123965673241417000000000000000000,39559181.0423212248412668,1,0,https://alterdice.com/,1733987830771
uniswap-1-univ3,UNISWAP UNIV3 (Ethereum),35,0.059482889263129375000000000000000000,35055950.0124785961308571,2,1,https://uniswap.org/,1733987137752
indodax,Indodax,36,0.057775672211723710000000000000000000,34049809.9887520566144003,161,0,https://indodax.com/,1733987792793
pancake-8453-univ3,PANCAKE UNIV3 (Base),37,0.053537446198897505000000000000000000,31552032.2061365685566546,1,1,https://pancakeswap.finance/,1733987166537
binanceus,Binance.US,38,0.047256284786176741000000000000000000,27850260.4322302331195828,45,0,https://www.binance.us/,1733987813496
max-exchange,Max,39,0.044744628605138602000000000000000000,26370028.1398559792624827,22,0,https://max.maicoin.com/,1733987831202
itbit,Itbit,40,0.039187239319639389000000000000000000,23094807.9310571446000000,5,0,https://www.itbit.com/,1733987825222
sushi-42161-univ3,SUSHI UNIV3 (Arbitrum),41,0.037997287313952206000000000000000000,22393515.5334385974850969,2,1,https://sushi.com/,1733987143736
kickex,KickEX,42,0.034107247487140810000000000000000000,20100939.5774858341807467,34,0,https://kickex.com,1733987829604
uniswap-10-univ3,UNISWAP UNIV3 (Optimism),43,0.033669617653173109000000000000000000,19843024.5741362822013157,2,1,https://uniswap.org/,1733987153891
pancake-1-univ3,PANCAKE UNIV3 (Ethereum),44,0.031549590978948770000000000000000000,18593597.2171703380961677,1,1,https://pancakeswap.finance/,1733987162479
sushi-8453-univ3,SUSHI UNIV3 (Base),45,0.026235203101487822000000000000000000,15461588.7003165289138257,1,1,https://sushi.com/,1733987164757
uniswap-137-univ3,UNISWAP UNIV3 (Polygon),46,0.020703606709419268000000000000000000,12201569.4071756837890887,3,1,https://uniswap.org/,1733987143963
uniswap-1-univ2,UNISWAP UNIV2 (Ethereum),47,0.018348515160519303000000000000000000,10813607.7154052242110678,4,1,https://uniswap.org/,1733987162485
btcmarket,BTCMarket,48,0.017705435713848661000000000000000000,10434611.9871242136932149,6,0,https://www.btcmarkets.net/,1733987830318
paribu,Paribu,49,0.0054094868843573255669000000000000000000,3188054.6516884571784541,9,0,https://www.paribu.com/,1733987807312
coinmate,Coinmate,50,0.0037143851532039913782000000000000000000,2189054.7327283846250714,3,1,https://coinmate.io/,1733987814675
uniswap-8453-univ2,UNISWAP UNIV2 (Base),51,0.0034919446747990916569000000000000000000,2057960.5241532219074408,1,1,https://uniswap.org/,1733987148425
btcbox,BTCBOX,52,0.0021347810114076612659000000000000000000,1258122.7534601827941861,1,0,https://www.btcbox.co.jp,1733987823419
gopax,GOPAX,53,0.0011959588766137843480000000000000000000,704832.5176352940975480,30,0,https://www.gopax.co.kr/,1733987830286
sushi-10-univ3,SUSHI UNIV3 (Optimism),54,0.0004885128650277822200000000000000000000,287902.6689694071092974,2,1,https://sushi.com/,1733987145447
sushi-1-univ2,SUSHI UNIV2 (Ethereum),55,0.0002655426108782479870000000000000000000,156496.2396488872416434,2,1,https://sushi.com/,1733987149944
cex,Cex,56,0.0002139511925923025261000000000000000000,126091.0894803322125041,43,0,https://www.cex.io/,1733987784061
raydium-900,RAYDIUM (Solana),57,0.0001405688256907646437000000000000000000,82843.5502675347662037,1,1,https://curve.fi/,1733987728445
quickswap-137-univ2,QUICKSWAP UNIV2 (Polygon),58,0.0001392617031505581024000000000000000000,82073.2039881709003592,3,1,https://quickswap.exchange/,1733987164763
sushi-137-univ2,SUSHI UNIV2 (Polygon),59,0.0000764402859702468475000000000000000000,45049.7088676819427284,2,1,https://sushi.com/,1733987084649
pancake-1-univ2,PANCAKE UNIV2 (Ethereum),60,0.0000542597840211134859000000000000000000,31977.7384706004595055,1,1,https://pancakeswap.finance/,1733986225470
uniswap-42161-univ2,UNISWAP UNIV2 (Arbitrum),61,0.0000524057074016249670000000000000000000,30885.0474783291237584,2,1,https://uniswap.org/,1733987147228
sushi-42161-univ2,SUSHI UNIV2 (Arbitrum),62,0.0000473474330612759685000000000000000000,27903.9782225928944208,3,1,https://sushi.com/,1733987171047
btctradeua,BTC Trade UA,63,0.0000186368962435563672000000000000000000,10983.5636969778633375,6,0,https://btc-trade.com.ua/,1733987810448
sushi-137-univ3,SUSHI UNIV3 (Polygon),64,0.0000106009138792566641000000000000000000,6247.5967734836473862,1,1,https://sushi.com/,1733986647853
shibaswap-1-univ2,SHIBASWAP UNIV2 (Ethereum),65,0.0000047312670872853889000000000000000000,2788.3491296777000328,1,1,https://shibaswap.com/,1733976277423
sushi-8453-univ2,SUSHI UNIV2 (Base),66,0.0000011490012444061996000000000000000000,677.1582666403308928,1,1,https://sushi.com/,1733986890126
pancake-8453-univ2,PANCAKE UNIV2 (Base),67,0.00000014400518589355269278000000000000000000,84.8687523548260963,1,1,https://pancakeswap.finance/,1733986987109
camelot-42161-univ2,CAMELOT UNIV2 (Arbitrum),68,0.00000009535391766813546318000000000000000000,56.1963652518834777,2,1,https://camelot.exchange/,1733981639033
uniswap-10-univ2,UNISWAP UNIV2 (Optimism),69,0.00000009248805032241725125000000000000000000,54.5073803411224888,1,1,https://uniswap.org/,1733984238555
uniswap-137-univ2,UNISWAP UNIV2 (Polygon),70,0.00000006666433230271659004000000000000000000,39.2882983622632977,1,1,https://uniswap.org/,1733981866531
pancake-42161-univ2,PANCAKE UNIV2 (Arbitrum),71,0.00000000614530393187260037000000000000000000,3.6217048316909611,1,1,https://pancakeswap.finance/,1733976808885
zb,ZB,117,,,0,,https://www.zb.com/,1662264169320
okcoin,OkCoin,74,,,0,,https://www.okcoin.com,1681374633809
okex,Okex,73,,,0,,https://www.okex.com/,0
osmosis,Osmosis,72,,,0,,https://app.osmosis.zone/,0
poloniex,Poloniex,76,,,0,,https://poloniex.com/,1692177923613
bkex,Bkex,106,,,0,,https://www.bkex.com/,0
wazirx,WazirX,113,,,0,,https://wazirx.com/,1733987801333
mercatox,Mercatox,77,,,0,,https://mercatox.com/,1733413608230
qryptos,Liquid,78,,,0,,https://www.qryptos.com/,1721992568436
kuna,Kuna,79,,,0,,https://kuna.io/,1677701260207
quoine,Quoine,80,,,0,,https://quoine.com/,1721992568616
hotbit,Hotbit,81,,,0,,https://www.hotbit.io/,1684920757709
fraxswap-42161-univ2,FRAXSWAP UNIV2 (Arbitrum),82,,,0,,https://fraxswap.com/,0
smardex-137-univ2,SMARDEX UNIV2 (Polygon),83,,,0,,https://smardex.io/,0
smardex-1-univ2,SMARDEX UNIV2 (Ethereum),84,,,0,,https://smardex.io/,0
smardex-42161-univ2,SMARDEX UNIV2 (Arbitrum),85,,,0,,https://smardex.io/,1725041095753
smardex-8453-univ2,SMARDEX UNIV2 (Base),86,,,0,,https://smardex.io/,1725041092114
sushi,SushiSwap,87,,,0,,https://sushi.com/,1719351130344
fraxswap-1-univ2,FRAXSWAP UNIV2 (Ethereum),88,,,0,,https://fraxswap.com/,0
fraxswap-137-univ2,FRAXSWAP UNIV2 (Polygon),89,,,0,,https://fraxswap.com/,0
fraxswap-10-univ2,FRAXSWAP UNIV2 (Optimism),90,,,0,,https://fraxswap.com/,0
exmarkets,ExMarkets,91,,,0,,https://exmarkets.com/,1716390699724
sushi-1-univ3,SUSHI UNIV3 (Ethereum),92,,,0,,https://sushi.com/,1728903529655
curve-8453,CURVE (Base),93,,,0,,https://curve.fi/,0
curve-42161,CURVE (Arbitrum),94,,,0,,https://curve.fi/,1725041066209
curve-137,CURVE (Polygon),95,,,0,,https://curve.fi/,0
curve-10,CURVE (Optimism),96,,,0,,https://curve.fi/,0
therocktrading,The Rock Trading,97,,,0,,https://www.therocktrading.com,1676660097265
thorchain,THORChain,98,,,0,,https://thorchain.org/,1668435396236
binance,Binance,1,34.277433570611865527000000000000000000,20201237913.8458821004362170,556,1,https://www.binance.com/,1733987808805
gdax,Coinbase Pro,2,11.579498540405143762000000000000000000,6824320859.8414293831073441,212,1,https://pro.coinbase.com/,1733987831041
crypto,Crypto.com Exchange,3,7.623708377542251232000000000000000000,4492995264.7491016021855952,108,0,https://api.crypto.com/,1733987791790
digifinex,DigiFinex,4,7.337759317000998374000000000000000000,4324472583.7457275357637453,121,0,https://www.digifinex.com/,1733987830956
whitebit,WhiteBIT,5,6.155776378317445308000000000000000000,3627876716.8099713617346674,107,0,https://whitebit.com,1733987830643
gate,Gate,6,5.284551047306958971000000000000000000,3114424326.8562096836295761,1058,0,https://gate.io/,1733987831191
kraken,Kraken,7,3.188075978120853341000000000000000000,1878876993.1904402303354637,295,0,https://kraken.com,1733987830333
huobi,Huobi,8,3.016131930097770149000000000000000000,1777542609.0152470855377881,198,1,https://www.hbg.com/,1733987811686
currency-com,Currency.com,9,2.999224934159369333000000000000000000,1767578553.6067089765033015,42,0,https://currency.com/,1733987830729
bitmax,AscendEX (Bitmax),10,2.737421748079590297000000000000000000,1613286125.6830838147459380,142,0,https://www.bitmax.io/,1733987811293
lbank,LBank,11,2.677167632172104307000000000000000000,1577775657.0177997054930483,111,0,https://www.lbank.info,1733987827858
kucoin,Kucoin,12,2.043653684709884333000000000000000000,1204417308.9355129463441747,518,0,https://www.kucoin.io/,1733987793667
bigone,BigONE,13,1.810150699247846842000000000000000000,1066803465.9039235069112513,58,0,https://big.one/,1733987821122
probit,ProBit,14,1.406743131722490197000000000000000000,829057187.9908507774367925,312,0,https://www.probit.com/en-us/,1733987828746
tidex,Tidex,15,1.002622811423847525000000000000000000,590890852.7150456990247878,26,0,https://tidex.com/,1733987831029
bitstamp,Bitstamp,16,0.811505955519329305000000000000000000,478257067.9388286566104609,90,1,https://www.bitstamp.net/,1733987830606
bitfinex,Bitfinex,17,0.719518815961763055000000000000000000,424044896.9083307895781765,132,1,https://bitfinex.com,1733987775019
uniswap-42161-univ3,UNISWAP UNIV3 (Arbitrum),18,0.613371169863726956000000000000000000,361487300.5700917213423199,4,1,https://uniswap.org/,1733987174421
hitbtc,HitBTC,19,0.604144726134384743000000000000000000,356049741.0605328366946295,228,1,https://hitbtc.com/,1733987797060
yobit,YoBit,20,0.592166438287935985000000000000000000,348990395.6726067991233346,11,0,https://yobit.net,1733987831192
dex-trade,Dex-Trade,21,0.540784569544945248000000000000000000,318708742.5028351149400187,75,0,https://dex-trade.com/,1733987777902
bibox,Bibox,22,0.461723490889390017000000000000000000,272114482.2774875515904800,131,0,https://www.bibox.com,1733987821871
gemini,Gemini,23,0.329695496937251672000000000000000000,194304429.4443126591944779,58,1,https://gemini.com/,1733987829951
btcturk,BTCTurk,24,0.295221408992933194000000000000000000,173987294.2366433667592745,83,0,https://www.btcturk.com/,1733987788223
coincheck,coincheck,25,0.274192595812361223000000000000000000,161594065.9854254465629187,1,0,coincheck,1733987809203
bitkub,Bitkub,26,0.186935444518277174000000000000000000,110169490.4160482429577583,45,0,https://www.bitkub.com/,1733987831130
bitbank,Bitbank,27,0.150004957174178821000000000000000000,88404688.2299233136971588,4,0,https://www.bibank.com,1733987815389
independentreserve,Independent Reserve,28,0.138000571723183247000000000000000000,81329962.3463325223216921,96,0,https://www.independentreserve.com/,1733987830645
exmo,Exmo,29,0.130556122662376093000000000000000000,76942612.6836142528096013,120,0,https://www.exmo.com/,1733987790054
uniswap-8453-univ3,UNISWAP UNIV3 (Base),30,0.127995641662501568000000000000000000,75433605.7229328629013325,2,1,https://uniswap.org/,1733987166535
pancake-42161-univ3,PANCAKE UNIV3 (Arbitrum),31,0.104008761797313437000000000000000000,61297055.3312795119589010,3,1,https://pancakeswap.finance/,1733987175141
bitso,Bitso,32,0.099193739329328989000000000000000000,58459345.3774146402281485,27,1,https://www.bitso.com/,1733987776551
luno,Luno,33,0.074175312350542696000000000000000000,43714857.7369526855368507,24,1,https://www.luno.com/,1733987831133
alterdice,Alterdice,34,0.067123965673241417000000000000000000,39559181.0423212248412668,1,0,https://alterdice.com/,1733987830771
uniswap-1-univ3,UNISWAP UNIV3 (Ethereum),35,0.059482889263129375000000000000000000,35055950.0124785961308571,2,1,https://uniswap.org/,1733987137752
indodax,Indodax,36,0.057775672211723710000000000000000000,34049809.9887520566144003,161,0,https://indodax.com/,1733987792793
pancake-8453-univ3,PANCAKE UNIV3 (Base),37,0.053537446198897505000000000000000000,31552032.2061365685566546,1,1,https://pancakeswap.finance/,1733987166537
binanceus,Binance.US,38,0.047256284786176741000000000000000000,27850260.4322302331195828,45,0,https://www.binance.us/,1733987813496
max-exchange,Max,39,0.044744628605138602000000000000000000,26370028.1398559792624827,22,0,https://max.maicoin.com/,1733987831202
itbit,Itbit,40,0.039187239319639389000000000000000000,23094807.9310571446000000,5,0,https://www.itbit.com/,1733987825222
sushi-42161-univ3,SUSHI UNIV3 (Arbitrum),41,0.037997287313952206000000000000000000,22393515.5334385974850969,2,1,https://sushi.com/,1733987143736
kickex,KickEX,42,0.034107247487140810000000000000000000,20100939.5774858341807467,34,0,https://kickex.com,1733987829604
uniswap-10-univ3,UNISWAP UNIV3 (Optimism),43,0.033669617653173109000000000000000000,19843024.5741362822013157,2,1,https://uniswap.org/,1733987153891
pancake-1-univ3,PANCAKE UNIV3 (Ethereum),44,0.031549590978948770000000000000000000,18593597.2171703380961677,1,1,https://pancakeswap.finance/,1733987162479
sushi-8453-univ3,SUSHI UNIV3 (Base),45,0.026235203101487822000000000000000000,15461588.7003165289138257,1,1,https://sushi.com/,1733987164757
uniswap-137-univ3,UNISWAP UNIV3 (Polygon),46,0.020703606709419268000000000000000000,12201569.4071756837890887,3,1,https://uniswap.org/,1733987143963
uniswap-1-univ2,UNISWAP UNIV2 (Ethereum),47,0.018348515160519303000000000000000000,10813607.7154052242110678,4,1,https://uniswap.org/,1733987162485
btcmarket,BTCMarket,48,0.017705435713848661000000000000000000,10434611.9871242136932149,6,0,https://www.btcmarkets.net/,1733987830318
paribu,Paribu,49,0.0054094868843573255669000000000000000000,3188054.6516884571784541,9,0,https://www.paribu.com/,1733987807312
coinmate,Coinmate,50,0.0037143851532039913782000000000000000000,2189054.7327283846250714,3,1,https://coinmate.io/,1733987814675
uniswap-8453-univ2,UNISWAP UNIV2 (Base),51,0.0034919446747990916569000000000000000000,2057960.5241532219074408,1,1,https://uniswap.org/,1733987148425
btcbox,BTCBOX,52,0.0021347810114076612659000000000000000000,1258122.7534601827941861,1,0,https://www.btcbox.co.jp,1733987823419
gopax,GOPAX,53,0.0011959588766137843480000000000000000000,704832.5176352940975480,30,0,https://www.gopax.co.kr/,1733987830286
sushi-10-univ3,SUSHI UNIV3 (Optimism),54,0.0004885128650277822200000000000000000000,287902.6689694071092974,2,1,https://sushi.com/,1733987145447
sushi-1-univ2,SUSHI UNIV2 (Ethereum),55,0.0002655426108782479870000000000000000000,156496.2396488872416434,2,1,https://sushi.com/,1733987149944
cex,Cex,56,0.0002139511925923025261000000000000000000,126091.0894803322125041,43,0,https://www.cex.io/,1733987784061
raydium-900,RAYDIUM (Solana),57,0.0001405688256907646437000000000000000000,82843.5502675347662037,1,1,https://curve.fi/,1733987728445
quickswap-137-univ2,QUICKSWAP UNIV2 (Polygon),58,0.0001392617031505581024000000000000000000,82073.2039881709003592,3,1,https://quickswap.exchange/,1733987164763
sushi-137-univ2,SUSHI UNIV2 (Polygon),59,0.0000764402859702468475000000000000000000,45049.7088676819427284,2,1,https://sushi.com/,1733987084649
pancake-1-univ2,PANCAKE UNIV2 (Ethereum),60,0.0000542597840211134859000000000000000000,31977.7384706004595055,1,1,https://pancakeswap.finance/,1733986225470
uniswap-42161-univ2,UNISWAP UNIV2 (Arbitrum),61,0.0000524057074016249670000000000000000000,30885.0474783291237584,2,1,https://uniswap.org/,1733987147228
sushi-42161-univ2,SUSHI UNIV2 (Arbitrum),62,0.0000473474330612759685000000000000000000,27903.9782225928944208,3,1,https://sushi.com/,1733987171047
btctradeua,BTC Trade UA,63,0.0000186368962435563672000000000000000000,10983.5636969778633375,6,0,https://btc-trade.com.ua/,1733987810448
sushi-137-univ3,SUSHI UNIV3 (Polygon),64,0.0000106009138792566641000000000000000000,6247.5967734836473862,1,1,https://sushi.com/,1733986647853
shibaswap-1-univ2,SHIBASWAP UNIV2 (Ethereum),65,0.0000047312670872853889000000000000000000,2788.3491296777000328,1,1,https://shibaswap.com/,1733976277423
sushi-8453-univ2,SUSHI UNIV2 (Base),66,0.0000011490012444061996000000000000000000,677.1582666403308928,1,1,https://sushi.com/,1733986890126
pancake-8453-univ2,PANCAKE UNIV2 (Base),67,0.00000014400518589355269278000000000000000000,84.8687523548260963,1,1,https://pancakeswap.finance/,1733986987109
camelot-42161-univ2,CAMELOT UNIV2 (Arbitrum),68,0.00000009535391766813546318000000000000000000,56.1963652518834777,2,1,https://camelot.exchange/,1733981639033
uniswap-10-univ2,UNISWAP UNIV2 (Optimism),69,0.00000009248805032241725125000000000000000000,54.5073803411224888,1,1,https://uniswap.org/,1733984238555
uniswap-137-univ2,UNISWAP UNIV2 (Polygon),70,0.00000006666433230271659004000000000000000000,39.2882983622632977,1,1,https://uniswap.org/,1733981866531
pancake-42161-univ2,PANCAKE UNIV2 (Arbitrum),71,0.00000000614530393187260037000000000000000000,3.6217048316909611,1,1,https://pancakeswap.finance/,1733976808885
zb,ZB,117,,,0,,https://www.zb.com/,1662264169320
okcoin,OkCoin,74,,,0,,https://www.okcoin.com,1681374633809
okex,Okex,73,,,0,,https://www.okex.com/,0
osmosis,Osmosis,72,,,0,,https://app.osmosis.zone/,0
poloniex,Poloniex,76,,,0,,https://poloniex.com/,1692177923613
bkex,Bkex,106,,,0,,https://www.bkex.com/,0
wazirx,WazirX,113,,,0,,https://wazirx.com/,1733987801333
mercatox,Mercatox,77,,,0,,https://mercatox.com/,1733413608230
qryptos,Liquid,78,,,0,,https://www.qryptos.com/,1721992568436
kuna,Kuna,79,,,0,,https://kuna.io/,1677701260207
quoine,Quoine,80,,,0,,https://quoine.com/,1721992568616
hotbit,Hotbit,81,,,0,,https://www.hotbit.io/,1684920757709
fraxswap-42161-univ2,FRAXSWAP UNIV2 (Arbitrum),82,,,0,,https://fraxswap.com/,0
smardex-137-univ2,SMARDEX UNIV2 (Polygon),83,,,0,,https://smardex.io/,0
smardex-1-univ2,SMARDEX UNIV2 (Ethereum),84,,,0,,https://smardex.io/,0
smardex-42161-univ2,SMARDEX UNIV2 (Arbitrum),85,,,0,,https://smardex.io/,1725041095753
smardex-8453-univ2,SMARDEX UNIV2 (Base),86,,,0,,https://smardex.io/,1725041092114
sushi,SushiSwap,87,,,0,,https://sushi.com/,1719351130344
fraxswap-1-univ2,FRAXSWAP UNIV2 (Ethereum),88,,,0,,https://fraxswap.com/,0
fraxswap-137-univ2,FRAXSWAP UNIV2 (Polygon),89,,,0,,https://fraxswap.com/,0
fraxswap-10-univ2,FRAXSWAP UNIV2 (Optimism),90,,,0,,https://fraxswap.com/,0
exmarkets,ExMarkets,91,,,0,,https://exmarkets.com/,1716390699724
sushi-1-univ3,SUSHI UNIV3 (Ethereum),92,,,0,,https://sushi.com/,1728903529655
curve-8453,CURVE (Base),93,,,0,,https://curve.fi/,0
curve-42161,CURVE (Arbitrum),94,,,0,,https://curve.fi/,1725041066209
curve-137,CURVE (Polygon),95,,,0,,https://curve.fi/,0
curve-10,CURVE (Optimism),96,,,0,,https://curve.fi/,0
therocktrading,The Rock Trading,97,,,0,,https://www.therocktrading.com,1676660097265
thorchain,THORChain,98,,,0,,https://thorchain.org/,1668435396236
binance,Binance,1,34.209567432858716263000000000000000000,20142505693.7338590088954172,553,1,https://www.binance.com/,1733987899097
gdax,Coinbase Pro,2,11.590543210588087098000000000000000000,6824482159.0025468693018550,212,1,https://pro.coinbase.com/,1733987898640
crypto,Crypto.com Exchange,3,7.630258083205979939000000000000000000,4492676418.2937803696502772,108,0,https://api.crypto.com/,1733987879957
digifinex,DigiFinex,4,7.344813571011490544000000000000000000,4324607420.5373207227248334,121,0,https://www.digifinex.com/,1733987898797
whitebit,WhiteBIT,5,6.156659735847362640000000000000000000,3625025485.2557362215317553,107,0,https://whitebit.com,1733987898337
gate,Gate,6,5.292685958804160136000000000000000000,3116319937.9703284895922076,1058,0,https://gate.io/,1733987898262
kraken,Kraken,7,3.191056971211177451000000000000000000,1878886172.3493316431213773,295,0,https://kraken.com,1733987895046
huobi,Huobi,8,3.024322967280904922000000000000000000,1780713617.8411231022070965,198,1,https://www.hbg.com/,1733987897333
currency-com,Currency.com,9,3.002014743092020020000000000000000000,1767578592.5700901379442848,42,0,https://currency.com/,1733987897708
bitmax,AscendEX (Bitmax),10,2.742035416134356286000000000000000000,1614503430.6647108549149865,142,0,https://www.bitmax.io/,1733987889741
lbank,LBank,11,2.679675924359549533000000000000000000,1577786321.6104198703907329,111,0,https://www.lbank.info,1733987898001
kucoin,Kucoin,12,2.046330681516101441000000000000000000,1204874264.6219413977603579,518,0,https://www.kucoin.io/,1733987895168
bigone,BigONE,13,1.811920009950554908000000000000000000,1066853861.5300909763390057,58,0,https://big.one/,1733987891088
probit,ProBit,14,1.406811210166596689000000000000000000,828326837.7013015906869806,312,0,https://www.probit.com/en-us/,1733987897835
tidex,Tidex,15,1.003596149984597232000000000000000000,590914842.9002766788949505,26,0,https://tidex.com/,1733987896512
bitstamp,Bitstamp,16,0.812232065028137574000000000000000000,478240159.7615090973104021,90,1,https://www.bitstamp.net/,1733987898496
bitfinex,Bitfinex,17,0.720353619460940992000000000000000000,424142366.3123265289645918,132,1,https://bitfinex.com,1733987843982
uniswap-42161-univ3,UNISWAP UNIV3 (Arbitrum),18,0.613929736042065190000000000000000000,361480256.3069548217442046,4,1,https://uniswap.org/,1733987174421
hitbtc,HitBTC,19,0.605345379497573800000000000000000000,356425809.1581032206620856,228,1,https://hitbtc.com/,1733987869845
yobit,YoBit,20,0.592892559592091081000000000000000000,349093620.6894381152910516,11,0,https://yobit.net,1733987898758
dex-trade,Dex-Trade,21,0.540436654705934800000000000000000000,318207718.2320894867535838,75,0,https://dex-trade.com/,1733987898692
bibox,Bibox,22,0.462152583719431035000000000000000000,272114257.7208131660353247,131,0,https://www.bibox.com,1733987821871
gemini,Gemini,23,0.330039761617615615000000000000000000,194326566.4083219757973800,58,1,https://gemini.com/,1733987876022
btcturk,BTCTurk,24,0.296194157233291046000000000000000000,174398361.2254553239327333,83,0,https://www.btcturk.com/,1733987858026
coincheck,coincheck,25,0.274415153964390870000000000000000000,161574939.8767741081744512,1,0,coincheck,1733987872501
bitkub,Bitkub,26,0.187529404440637028000000000000000000,110416833.0716715107094027,45,0,https://www.bitkub.com/,1733987872754
bitbank,Bitbank,27,0.150127270828199819000000000000000000,88394552.5875667286416041,4,0,https://www.bibank.com,1733987897922
independentreserve,Independent Reserve,28,0.138129750828949837000000000000000000,81330443.5376679847632542,96,0,https://www.independentreserve.com/,1733987897807
exmo,Exmo,29,0.130709787242971679000000000000000000,76961587.9807775470373556,120,0,https://www.exmo.com/,1733987854626
uniswap-8453-univ3,UNISWAP UNIV3 (Base),30,0.128118564114444706000000000000000000,75435882.4388256571265142,2,1,https://uniswap.org/,1733987166535
pancake-42161-univ3,PANCAKE UNIV3 (Arbitrum),31,0.104107238140210061000000000000000000,61298075.1982239874094074,3,1,https://pancakeswap.finance/,1733987175141
bitso,Bitso,32,0.099196821593365365000000000000000000,58406834.5110230794514611,27,1,https://www.bitso.com/,1733987841526
luno,Luno,33,0.074214226346221675000000000000000000,43697146.4099540563734801,24,1,https://www.luno.com/,1733987887640
alterdice,Alterdice,34,0.067133835112149191000000000000000000,39528230.1842205766605933,1,0,https://alterdice.com/,1733987898145
uniswap-1-univ3,UNISWAP UNIV3 (Ethereum),35,0.059538568569980872000000000000000000,35056156.6956764028185751,2,1,https://uniswap.org/,1733987137752
